"SVC_GRP_NR","SVC_GRP_SUF_NR","NVP_BID_NR","TRG_PSE_SVC_ID","SVC_FEA_TYP_CD","SVC_FEA_TYP_DSC_TE","PKG_CHA_TYP_CD","PKG_CHA_TYP_DSC_TE","SVC_TYP_CD","SVC_TYP_CD_DSC_TE","CPE_CRR_NR","CRR_ABR_NA","CPE_CRR_FUL_NA","BID_CPE_DTL_CD","CPE_PDC_NR","CPE_PDC_ABR_DSC_TE","CPE_PDC_DSC_TE","CCY_CD","CCY_NA","BID_UPS_PJT_WVL_QY","BID_CUS_PRR_WVL_QY","UPS_PRJ_GRS_RPP_A","BID_MRG_CPP_A","SVC_GRP_CUS_NCV_A","SVC_GRP_PSE_NCV_PR","CPE_SVC_RPP_A","BID_FA_CPP_A","SVC_EFF_DT","SVC_END_DT","NVP_ETM_CMC_WK_PR","CUS_PRR_NCV_PR","AVG_PKG_WGT_QY","CPE_GRS_RPP_A","CPE_NET_RPP_A","LOS_PKG_AVG_QY","PDC_AVG_ZN_QY","RA_TRI_DER_AVG_QY","RA_TRI_AVG_QY","SMT_PKG_AVG_SMP_QY","SMT_TOT_AVG_QY","SMT_WGT_AVG_QY","WGT_MS_UNT_TYP_CD","PCN_SUB_MTH_TYP_CD","NVP_BID_FRT_GRR_A","MVM_DRC_CD","CU_SMP_AVG_WGT_QY","CU_SMP_AVG_NR","CALC_CUBE_PACKAGE_DENSITY"
"AHYSHGL","00","P010031274","EWXSPAKALL","ALL","                    ","PAK","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0805,0,89.3452,13.646397,0,0,0,16.128941,04-MAR-17,19-JAN-47,0.9,0,,,,,,,,,,,"LB","T",89.7452,"E",0,0.0042,0
"AHYSHGM","00","P010031274","EWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0054,0,1334.5044,203.592164,0,0,0,248.916756,04-MAR-17,19-JAN-47,0.8889,0,,,,,,,,,,,"LB","T",1334.5044,"E",0,1.32,0
"AHYSHGN","00","P010031274","IXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0408,0,172.2105,15.92945,0,0,0,18.489764,04-MAR-17,19-JAN-47,0.8125,0,,,,,,,,,,,"LB","T",173.0917,"I",4.196721,0.558603,7.5129
"AHYSHGO","00","P010031274","IXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.046,0,153.2654,24.152502,0,0,0,27.543602,04-MAR-17,19-JAN-47,0.9466,0,,,,,,,,,,,"LB","T",154.2562,"I",10.35,1.409757,7.3417
"AHYSHGP","00","P010031274","IXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0794,0,87.9554,8.64519,0,0,0,10.81529,04-MAR-17,19-JAN-47,0.84,0,,,,,,,,,,,"LB","T",88.6374,"I",1.17,0.113677,10.2923
"AHYSHGQ","00","P010031274","IXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0826,0,64.1695,8.516,0,0,0,11.020996,04-MAR-17,19-JAN-47,0.87,0,,,,,,,,,,,"LB","T",64.7315,"I",0,0.001,0
"AHYSHGR","00","P010031274","IXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0329,0,215.4064,26.270874,0,0,0,31.682469,04-MAR-17,19-JAN-47,0.9776,0,,,,,,,,,,,"LB","T",215.6733,"I",10.03,1.426356,7.0319
"AHYSHGS","00","P010031274","IWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0601,0,114.5886,14.509717,0,0,0,17.084386,04-MAR-17,19-JAN-47,0.6078,0,,,,,,,,,,,"LB","T",116.2396,"I",1.52,0.196701,7.7275
"AHYSHGT","00","P010031274","IWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0821,0,66.5328,8.455171,0,0,0,10.770423,04-MAR-17,19-JAN-47,0.93,0,,,,,,,,,,,"LB","T",66.8338,"I",0,0.001,0
"AHYSHGU","00","P010031274","IWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0254,0,278.636,33.710096,0,0,0,38.999338,04-MAR-17,19-JAN-47,0.9551,0,,,,,,,,,,,"LB","T",279.6233,"I",10.96,1.564365,7.006
"AHYSHGV","00","P010031274","IWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.1363,0,51.6683,11.83188,0,0,0,15.169503,04-MAR-17,19-JAN-47,0.955,0,,,,,,,,,,,"LB","T",52.3165,"I",12.51,1.793698,6.9744
"AHYSHGW","00","P010031274","IWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0866,0,81.75,8.728954,0,0,0,11.394078,04-MAR-17,19-JAN-47,1,0,,,,,,,,,,,"LB","T",82.05,"I",7.142857,0.996877,7.1652
"AHYSHGX","00","P010031274","IWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0054,0,1316.6971,249.024505,0,0,0,297.820138,04-MAR-17,19-JAN-47,0.9848,0,,,,,,,,,,,"LB","T",1316.6971,"I",0,1.32,0
"AHYSHGY","00","P010031274","IGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,23.32,3.703502,0,0,0,4.71561,04-MAR-17,19-JAN-47,0.783,0,,,,,,,,,,,"LB","T",23.32,"I",0,0.0019,0
"AHYSHGZ","00","P010031274","EGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",1.3701,0.6197,27.125,5.729413,0,0,0,6.332176,04-MAR-17,19-JAN-47,0.5,0.08,,,,,,,,,,,"LB","T",28.825,"E",4,0.54561,7.3312
"AJBSPCP","00","P010031324","N1DALTRSCX","SCX","                    ","LTR","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",8.9939,8.9939,34.3843,4.120146,0,0,0,5.904427,18-MAR-17,02-FEB-47,0.844,0.5881,,,,,,,,,,,"LB","T",35.2044,"N",0,0.0353,0
"AJBSPCQ","00","P010031324","N1DAPKGSCX","SCX","                    ","PKG","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",161.3435,161.3435,116.7916,16.299757,0,0,0,21.875693,18-MAR-17,02-FEB-47,0.811,0.603,,,,,,,,,,,"LB","T",118.9936,"N",13.913484,0.785901,17.7039
"AJBSPCR","00","P010031324","N1DPLTRSCX","SCX","                    ","LTR","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",0.7906,0.7906,29.001,3.36696,0,0,0,4.992624,18-MAR-17,02-FEB-47,0.87,0.55,,,,,,,,,,,"LB","T",29.7556,"N",0,0.0353,0
"AJBSPCS","00","P010031324","N1DPPKGSCX","SCX","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",2.8787,2.8787,63.8466,7.073759,0,0,0,10.098016,18-MAR-17,02-FEB-47,0.921,0.55,,,,,,,,,,,"LB","T",64.2925,"N",5.171135,0.426506,12.1244
